evaluated_at_utc,evaluated_at_ept,forecast_hour_beginning_utc,forecast_hour_beginning_ept,forecast_area,forecast_load_mw
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 12:00:00 PM,12/21/2023 7:00:00 AM,MIDATL,36669
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 12:00:00 PM,12/21/2023 7:00:00 AM,MIDATL,36669
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 1:00:00 PM,12/21/2023 8:00:00 AM,MIDATL,35935
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 1:00:00 PM,12/21/2023 8:00:00 AM,MIDATL,35966
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 1:00:00 PM,12/21/2023 8:00:00 AM,MIDATL,36029
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 1:00:00 PM,12/21/2023 8:00:00 AM,MIDATL,36079
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 1:00:00 PM,12/21/2023 8:00:00 AM,MIDATL,36079
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 1:00:00 PM,12/21/2023 8:00:00 AM,MIDATL,35592
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 1:00:00 PM,12/21/2023 8:00:00 AM,MIDATL,36079
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 2:00:00 PM,12/21/2023 9:00:00 AM,MIDATL,34495
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 2:00:00 PM,12/21/2023 9:00:00 AM,MIDATL,34505
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 2:00:00 PM,12/21/2023 9:00:00 AM,MIDATL,34527
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 2:00:00 PM,12/21/2023 9:00:00 AM,MIDATL,34425
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 2:00:00 PM,12/21/2023 9:00:00 AM,MIDATL,34425
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 2:00:00 PM,12/21/2023 9:00:00 AM,MIDATL,34248
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 2:00:00 PM,12/21/2023 9:00:00 AM,MIDATL,34425
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 3:00:00 PM,12/21/2023 10:00:00 AM,MIDATL,33214
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 3:00:00 PM,12/21/2023 10:00:00 AM,MIDATL,33213
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 3:00:00 PM,12/21/2023 10:00:00 AM,MIDATL,33190
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 3:00:00 PM,12/21/2023 10:00:00 AM,MIDATL,32832
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 3:00:00 PM,12/21/2023 10:00:00 AM,MIDATL,32832
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 3:00:00 PM,12/21/2023 10:00:00 AM,MIDATL,32832
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 3:00:00 PM,12/21/2023 10:00:00 AM,MIDATL,32832
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 3:00:00 PM,12/21/2023 10:00:00 AM,MIDATL,32832
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 4:00:00 PM,12/21/2023 11:00:00 AM,MIDATL,32365
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 4:00:00 PM,12/21/2023 11:00:00 AM,MIDATL,32350
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 4:00:00 PM,12/21/2023 11:00:00 AM,MIDATL,32306
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 4:00:00 PM,12/21/2023 11:00:00 AM,MIDATL,31947
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 4:00:00 PM,12/21/2023 11:00:00 AM,MIDATL,31947
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 4:00:00 PM,12/21/2023 11:00:00 AM,MIDATL,32058
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 4:00:00 PM,12/21/2023 11:00:00 AM,MIDATL,32058
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 4:00:00 PM,12/21/2023 11:00:00 AM,MIDATL,31947
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 5:00:00 PM,12/21/2023 12:00:00 PM,MIDATL,31875
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 5:00:00 PM,12/21/2023 12:00:00 PM,MIDATL,31855
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 5:00:00 PM,12/21/2023 12:00:00 PM,MIDATL,31780
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 5:00:00 PM,12/21/2023 12:00:00 PM,MIDATL,31335
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 5:00:00 PM,12/21/2023 12:00:00 PM,MIDATL,31335
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 5:00:00 PM,12/21/2023 12:00:00 PM,MIDATL,31534
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 5:00:00 PM,12/21/2023 12:00:00 PM,MIDATL,31534
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 5:00:00 PM,12/21/2023 12:00:00 PM,MIDATL,31335
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 6:00:00 PM,12/21/2023 1:00:00 PM,MIDATL,31673
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 6:00:00 PM,12/21/2023 1:00:00 PM,MIDATL,31650
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 6:00:00 PM,12/21/2023 1:00:00 PM,MIDATL,31555
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 6:00:00 PM,12/21/2023 1:00:00 PM,MIDATL,31174
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 6:00:00 PM,12/21/2023 1:00:00 PM,MIDATL,31174
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 6:00:00 PM,12/21/2023 1:00:00 PM,MIDATL,31418
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 6:00:00 PM,12/21/2023 1:00:00 PM,MIDATL,31418
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 6:00:00 PM,12/21/2023 1:00:00 PM,MIDATL,31174
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 7:00:00 PM,12/21/2023 2:00:00 PM,MIDATL,31815
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 7:00:00 PM,12/21/2023 2:00:00 PM,MIDATL,31786
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 7:00:00 PM,12/21/2023 2:00:00 PM,MIDATL,31689
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 7:00:00 PM,12/21/2023 2:00:00 PM,MIDATL,31395
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 7:00:00 PM,12/21/2023 2:00:00 PM,MIDATL,31395
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 7:00:00 PM,12/21/2023 2:00:00 PM,MIDATL,31594
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 7:00:00 PM,12/21/2023 2:00:00 PM,MIDATL,31594
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 7:00:00 PM,12/21/2023 2:00:00 PM,MIDATL,31395
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 8:00:00 PM,12/21/2023 3:00:00 PM,MIDATL,32546
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 8:00:00 PM,12/21/2023 3:00:00 PM,MIDATL,32505
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 8:00:00 PM,12/21/2023 3:00:00 PM,MIDATL,32431
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 8:00:00 PM,12/21/2023 3:00:00 PM,MIDATL,32267
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 8:00:00 PM,12/21/2023 3:00:00 PM,MIDATL,32267
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 8:00:00 PM,12/21/2023 3:00:00 PM,MIDATL,32378
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 8:00:00 PM,12/21/2023 3:00:00 PM,MIDATL,32378
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 8:00:00 PM,12/21/2023 3:00:00 PM,MIDATL,32267
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34334
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34280
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34224
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34232
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34232
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34232
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34232
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34232
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 9:00:00 PM,12/21/2023 4:00:00 PM,MIDATL,34232
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36531
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36456
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36431
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36440
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36440
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36440
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36440
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36440
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 10:00:00 PM,12/21/2023 5:00:00 PM,MIDATL,36440
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36877
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36799
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36815
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36822
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36822
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36822
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36822
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36822
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/21/2023 11:00:00 PM,12/21/2023 6:00:00 PM,MIDATL,36822
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36668
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36599
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36652
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36658
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36658
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36658
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36658
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36658
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 12:00:00 AM,12/21/2023 7:00:00 PM,MIDATL,36658
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36217
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36144
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36234
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36240
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36240
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36240
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36240
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36240
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 1:00:00 AM,12/21/2023 8:00:00 PM,MIDATL,36240
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35104
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35024
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35146
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35152
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35152
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35152
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35152
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35152
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 2:00:00 AM,12/21/2023 9:00:00 PM,MIDATL,35152
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33298
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33217
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33361
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33367
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33367
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,32312
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33367
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33367
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33367
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 3:00:00 AM,12/21/2023 10:00:00 PM,MIDATL,33367
12/20/2023 10:45:00 AM,12/20/2023 5:45:00 AM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31527
12/20/2023 2:45:00 PM,12/20/2023 9:45:00 AM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31439
12/20/2023 4:45:00 PM,12/20/2023 11:45:00 AM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31607
12/20/2023 10:45:00 PM,12/20/2023 5:45:00 PM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31613
12/21/2023 4:45:00 AM,12/20/2023 11:45:00 PM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31613
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31039
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31613
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31613
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31613
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 4:00:00 AM,12/21/2023 11:00:00 PM,MIDATL,31613
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 5:00:00 AM,12/22/2023 12:00:00 AM,MIDATL,30454
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 5:00:00 AM,12/22/2023 12:00:00 AM,MIDATL,30542
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 5:00:00 AM,12/22/2023 12:00:00 AM,MIDATL,30542
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 5:00:00 AM,12/22/2023 12:00:00 AM,MIDATL,30399
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 5:00:00 AM,12/22/2023 12:00:00 AM,MIDATL,30399
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 6:00:00 AM,12/22/2023 1:00:00 AM,MIDATL,29877
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 6:00:00 AM,12/22/2023 1:00:00 AM,MIDATL,29958
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 6:00:00 AM,12/22/2023 1:00:00 AM,MIDATL,29958
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 6:00:00 AM,12/22/2023 1:00:00 AM,MIDATL,29768
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 6:00:00 AM,12/22/2023 1:00:00 AM,MIDATL,29768
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 7:00:00 AM,12/22/2023 2:00:00 AM,MIDATL,29734
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 7:00:00 AM,12/22/2023 2:00:00 AM,MIDATL,29830
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 7:00:00 AM,12/22/2023 2:00:00 AM,MIDATL,29830
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 7:00:00 AM,12/22/2023 2:00:00 AM,MIDATL,29623
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 7:00:00 AM,12/22/2023 2:00:00 AM,MIDATL,29623
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 8:00:00 AM,12/22/2023 3:00:00 AM,MIDATL,29909
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 8:00:00 AM,12/22/2023 3:00:00 AM,MIDATL,29977
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 8:00:00 AM,12/22/2023 3:00:00 AM,MIDATL,29977
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 8:00:00 AM,12/22/2023 3:00:00 AM,MIDATL,29802
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 8:00:00 AM,12/22/2023 3:00:00 AM,MIDATL,29802
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 9:00:00 AM,12/22/2023 4:00:00 AM,MIDATL,30720
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 9:00:00 AM,12/22/2023 4:00:00 AM,MIDATL,30709
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 9:00:00 AM,12/22/2023 4:00:00 AM,MIDATL,30709
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 9:00:00 AM,12/22/2023 4:00:00 AM,MIDATL,30581
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 9:00:00 AM,12/22/2023 4:00:00 AM,MIDATL,30581
12/22/2023 10:45:00 AM,12/22/2023 5:45:00 AM,12/22/2023 9:00:00 AM,12/22/2023 4:00:00 AM,MIDATL,29718
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 10:00:00 AM,12/22/2023 5:00:00 AM,MIDATL,32586
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 10:00:00 AM,12/22/2023 5:00:00 AM,MIDATL,32495
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 10:00:00 AM,12/22/2023 5:00:00 AM,MIDATL,32495
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 10:00:00 AM,12/22/2023 5:00:00 AM,MIDATL,32366
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 10:00:00 AM,12/22/2023 5:00:00 AM,MIDATL,32366
12/22/2023 10:45:00 AM,12/22/2023 5:45:00 AM,12/22/2023 10:00:00 AM,12/22/2023 5:00:00 AM,MIDATL,31611
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 11:00:00 AM,12/22/2023 6:00:00 AM,MIDATL,35396
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 11:00:00 AM,12/22/2023 6:00:00 AM,MIDATL,35292
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 11:00:00 AM,12/22/2023 6:00:00 AM,MIDATL,35292
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 11:00:00 AM,12/22/2023 6:00:00 AM,MIDATL,35129
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 11:00:00 AM,12/22/2023 6:00:00 AM,MIDATL,35129
12/22/2023 10:45:00 AM,12/22/2023 5:45:00 AM,12/22/2023 11:00:00 AM,12/22/2023 6:00:00 AM,MIDATL,34684
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 12:00:00 PM,12/22/2023 7:00:00 AM,MIDATL,36986
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 12:00:00 PM,12/22/2023 7:00:00 AM,MIDATL,36887
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 12:00:00 PM,12/22/2023 7:00:00 AM,MIDATL,36887
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 12:00:00 PM,12/22/2023 7:00:00 AM,MIDATL,36692
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 12:00:00 PM,12/22/2023 7:00:00 AM,MIDATL,36692
12/22/2023 10:45:00 AM,12/22/2023 5:45:00 AM,12/22/2023 12:00:00 PM,12/22/2023 7:00:00 AM,MIDATL,36451
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 1:00:00 PM,12/22/2023 8:00:00 AM,MIDATL,36595
12/21/2023 2:45:00 PM,12/21/2023 9:45:00 AM,12/22/2023 1:00:00 PM,12/22/2023 8:00:00 AM,MIDATL,36529
12/21/2023 4:45:00 PM,12/21/2023 11:45:00 AM,12/22/2023 1:00:00 PM,12/22/2023 8:00:00 AM,MIDATL,36529
12/21/2023 10:45:00 PM,12/21/2023 5:45:00 PM,12/22/2023 1:00:00 PM,12/22/2023 8:00:00 AM,MIDATL,36367
12/22/2023 4:45:00 AM,12/21/2023 11:45:00 PM,12/22/2023 1:00:00 PM,12/22/2023 8:00:00 AM,MIDATL,36367
12/22/2023 2:45:00 PM,12/22/2023 9:45:00 AM,12/22/2023 1:00:00 PM,12/22/2023 8:00:00 AM,MIDATL,35210
12/22/2023 10:45:00 AM,12/22/2023 5:45:00 AM,12/22/2023 1:00:00 PM,12/22/2023 8:00:00 AM,MIDATL,36108
12/21/2023 10:45:00 AM,12/21/2023 5:45:00 AM,12/22/2023 2:00:00 PM,12/22/2023 9:00:00 AM,MIDATL,35224
