evaluated_at_utc,evaluated_at_ept,forecast_hour_beginning_utc,forecast_hour_beginning_ept,forecast_area,forecast_load_mw
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 4:00:00 AM,12/23/2023 11:00:00 PM,MIDATL,28658
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 4:00:00 AM,12/23/2023 11:00:00 PM,MIDATL,28658
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 4:00:00 AM,12/23/2023 11:00:00 PM,MIDATL,28658
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 5:00:00 AM,12/24/2023 12:00:00 AM,MIDATL,26712
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 5:00:00 AM,12/24/2023 12:00:00 AM,MIDATL,26739
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 5:00:00 AM,12/24/2023 12:00:00 AM,MIDATL,26734
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 5:00:00 AM,12/24/2023 12:00:00 AM,MIDATL,26734
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 5:00:00 AM,12/24/2023 12:00:00 AM,MIDATL,26734
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 6:00:00 AM,12/24/2023 1:00:00 AM,MIDATL,25692
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 6:00:00 AM,12/24/2023 1:00:00 AM,MIDATL,25716
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 6:00:00 AM,12/24/2023 1:00:00 AM,MIDATL,25820
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 6:00:00 AM,12/24/2023 1:00:00 AM,MIDATL,25820
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 6:00:00 AM,12/24/2023 1:00:00 AM,MIDATL,25820
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 7:00:00 AM,12/24/2023 2:00:00 AM,MIDATL,25153
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 7:00:00 AM,12/24/2023 2:00:00 AM,MIDATL,25173
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 7:00:00 AM,12/24/2023 2:00:00 AM,MIDATL,25304
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 7:00:00 AM,12/24/2023 2:00:00 AM,MIDATL,25304
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 7:00:00 AM,12/24/2023 2:00:00 AM,MIDATL,25304
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 8:00:00 AM,12/24/2023 3:00:00 AM,MIDATL,24989
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 8:00:00 AM,12/24/2023 3:00:00 AM,MIDATL,25006
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 8:00:00 AM,12/24/2023 3:00:00 AM,MIDATL,25137
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 8:00:00 AM,12/24/2023 3:00:00 AM,MIDATL,25137
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 8:00:00 AM,12/24/2023 3:00:00 AM,MIDATL,25137
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 9:00:00 AM,12/24/2023 4:00:00 AM,MIDATL,25272
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 9:00:00 AM,12/24/2023 4:00:00 AM,MIDATL,25286
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 9:00:00 AM,12/24/2023 4:00:00 AM,MIDATL,25389
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 9:00:00 AM,12/24/2023 4:00:00 AM,MIDATL,25389
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 9:00:00 AM,12/24/2023 4:00:00 AM,MIDATL,25389
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 10:00:00 AM,12/24/2023 5:00:00 AM,MIDATL,26218
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 10:00:00 AM,12/24/2023 5:00:00 AM,MIDATL,26232
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 10:00:00 AM,12/24/2023 5:00:00 AM,MIDATL,26225
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 10:00:00 AM,12/24/2023 5:00:00 AM,MIDATL,26225
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 10:00:00 AM,12/24/2023 5:00:00 AM,MIDATL,26225
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 11:00:00 AM,12/24/2023 6:00:00 AM,MIDATL,27798
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 11:00:00 AM,12/24/2023 6:00:00 AM,MIDATL,27816
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 11:00:00 AM,12/24/2023 6:00:00 AM,MIDATL,27810
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 11:00:00 AM,12/24/2023 6:00:00 AM,MIDATL,27810
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 11:00:00 AM,12/24/2023 6:00:00 AM,MIDATL,27810
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 12:00:00 PM,12/24/2023 7:00:00 AM,MIDATL,29070
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 12:00:00 PM,12/24/2023 7:00:00 AM,MIDATL,29092
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 12:00:00 PM,12/24/2023 7:00:00 AM,MIDATL,29032
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 12:00:00 PM,12/24/2023 7:00:00 AM,MIDATL,29032
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 12:00:00 PM,12/24/2023 7:00:00 AM,MIDATL,29032
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 1:00:00 PM,12/24/2023 8:00:00 AM,MIDATL,29982
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 1:00:00 PM,12/24/2023 8:00:00 AM,MIDATL,30012
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 1:00:00 PM,12/24/2023 8:00:00 AM,MIDATL,30105
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 1:00:00 PM,12/24/2023 8:00:00 AM,MIDATL,30105
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 1:00:00 PM,12/24/2023 8:00:00 AM,MIDATL,30105
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 2:00:00 PM,12/24/2023 9:00:00 AM,MIDATL,30425
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 2:00:00 PM,12/24/2023 9:00:00 AM,MIDATL,30455
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 2:00:00 PM,12/24/2023 9:00:00 AM,MIDATL,30655
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 2:00:00 PM,12/24/2023 9:00:00 AM,MIDATL,30655
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 2:00:00 PM,12/24/2023 9:00:00 AM,MIDATL,30655
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 3:00:00 PM,12/24/2023 10:00:00 AM,MIDATL,30418
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 3:00:00 PM,12/24/2023 10:00:00 AM,MIDATL,30442
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 3:00:00 PM,12/24/2023 10:00:00 AM,MIDATL,30433
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 3:00:00 PM,12/24/2023 10:00:00 AM,MIDATL,30433
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 3:00:00 PM,12/24/2023 10:00:00 AM,MIDATL,30433
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 4:00:00 PM,12/24/2023 11:00:00 AM,MIDATL,30211
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 4:00:00 PM,12/24/2023 11:00:00 AM,MIDATL,30228
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 4:00:00 PM,12/24/2023 11:00:00 AM,MIDATL,30038
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 4:00:00 PM,12/24/2023 11:00:00 AM,MIDATL,30038
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 4:00:00 PM,12/24/2023 11:00:00 AM,MIDATL,30038
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 5:00:00 PM,12/24/2023 12:00:00 PM,MIDATL,29805
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 5:00:00 PM,12/24/2023 12:00:00 PM,MIDATL,29817
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 5:00:00 PM,12/24/2023 12:00:00 PM,MIDATL,29585
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 5:00:00 PM,12/24/2023 12:00:00 PM,MIDATL,29585
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 5:00:00 PM,12/24/2023 12:00:00 PM,MIDATL,29585
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 6:00:00 PM,12/24/2023 1:00:00 PM,MIDATL,29439
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 6:00:00 PM,12/24/2023 1:00:00 PM,MIDATL,29449
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 6:00:00 PM,12/24/2023 1:00:00 PM,MIDATL,29190
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 6:00:00 PM,12/24/2023 1:00:00 PM,MIDATL,29190
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 6:00:00 PM,12/24/2023 1:00:00 PM,MIDATL,29190
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 7:00:00 PM,12/24/2023 2:00:00 PM,MIDATL,29325
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 7:00:00 PM,12/24/2023 2:00:00 PM,MIDATL,29338
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 7:00:00 PM,12/24/2023 2:00:00 PM,MIDATL,29123
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 7:00:00 PM,12/24/2023 2:00:00 PM,MIDATL,29123
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 7:00:00 PM,12/24/2023 2:00:00 PM,MIDATL,29123
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 8:00:00 PM,12/24/2023 3:00:00 PM,MIDATL,29547
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 8:00:00 PM,12/24/2023 3:00:00 PM,MIDATL,29560
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 8:00:00 PM,12/24/2023 3:00:00 PM,MIDATL,29399
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 8:00:00 PM,12/24/2023 3:00:00 PM,MIDATL,29399
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 8:00:00 PM,12/24/2023 3:00:00 PM,MIDATL,29399
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 9:00:00 PM,12/24/2023 4:00:00 PM,MIDATL,30769
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 9:00:00 PM,12/24/2023 4:00:00 PM,MIDATL,30783
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 9:00:00 PM,12/24/2023 4:00:00 PM,MIDATL,30483
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 9:00:00 PM,12/24/2023 4:00:00 PM,MIDATL,30483
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 9:00:00 PM,12/24/2023 4:00:00 PM,MIDATL,30483
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 10:00:00 PM,12/24/2023 5:00:00 PM,MIDATL,32316
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 10:00:00 PM,12/24/2023 5:00:00 PM,MIDATL,32329
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 10:00:00 PM,12/24/2023 5:00:00 PM,MIDATL,31738
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 10:00:00 PM,12/24/2023 5:00:00 PM,MIDATL,31738
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 10:00:00 PM,12/24/2023 5:00:00 PM,MIDATL,31738
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/24/2023 11:00:00 PM,12/24/2023 6:00:00 PM,MIDATL,31689
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/24/2023 11:00:00 PM,12/24/2023 6:00:00 PM,MIDATL,31692
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/24/2023 11:00:00 PM,12/24/2023 6:00:00 PM,MIDATL,31441
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/24/2023 11:00:00 PM,12/24/2023 6:00:00 PM,MIDATL,31441
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/24/2023 11:00:00 PM,12/24/2023 6:00:00 PM,MIDATL,31441
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/25/2023 12:00:00 AM,12/24/2023 7:00:00 PM,MIDATL,30913
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/25/2023 12:00:00 AM,12/24/2023 7:00:00 PM,MIDATL,30916
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/25/2023 12:00:00 AM,12/24/2023 7:00:00 PM,MIDATL,30666
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/25/2023 12:00:00 AM,12/24/2023 7:00:00 PM,MIDATL,30666
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/25/2023 12:00:00 AM,12/24/2023 7:00:00 PM,MIDATL,30666
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/25/2023 1:00:00 AM,12/24/2023 8:00:00 PM,MIDATL,30380
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/25/2023 1:00:00 AM,12/24/2023 8:00:00 PM,MIDATL,30390
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/25/2023 1:00:00 AM,12/24/2023 8:00:00 PM,MIDATL,30184
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/25/2023 1:00:00 AM,12/24/2023 8:00:00 PM,MIDATL,30184
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/25/2023 1:00:00 AM,12/24/2023 8:00:00 PM,MIDATL,30184
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/25/2023 2:00:00 AM,12/24/2023 9:00:00 PM,MIDATL,29540
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/25/2023 2:00:00 AM,12/24/2023 9:00:00 PM,MIDATL,29557
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/25/2023 2:00:00 AM,12/24/2023 9:00:00 PM,MIDATL,29078
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/25/2023 2:00:00 AM,12/24/2023 9:00:00 PM,MIDATL,29078
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/25/2023 2:00:00 AM,12/24/2023 9:00:00 PM,MIDATL,29078
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/25/2023 3:00:00 AM,12/24/2023 10:00:00 PM,MIDATL,28502
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/25/2023 3:00:00 AM,12/24/2023 10:00:00 PM,MIDATL,28525
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/25/2023 3:00:00 AM,12/24/2023 10:00:00 PM,MIDATL,28034
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/25/2023 3:00:00 AM,12/24/2023 10:00:00 PM,MIDATL,28034
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/25/2023 3:00:00 AM,12/24/2023 10:00:00 PM,MIDATL,28034
12/23/2023 10:45:00 AM,12/23/2023 5:45:00 AM,12/25/2023 4:00:00 AM,12/24/2023 11:00:00 PM,MIDATL,27112
12/23/2023 2:45:00 PM,12/23/2023 9:45:00 AM,12/25/2023 4:00:00 AM,12/24/2023 11:00:00 PM,MIDATL,27134
12/23/2023 4:45:00 PM,12/23/2023 11:45:00 AM,12/25/2023 4:00:00 AM,12/24/2023 11:00:00 PM,MIDATL,26698
12/23/2023 10:45:00 PM,12/23/2023 5:45:00 PM,12/25/2023 4:00:00 AM,12/24/2023 11:00:00 PM,MIDATL,26698
12/24/2023 4:45:00 AM,12/23/2023 11:45:00 PM,12/25/2023 4:00:00 AM,12/24/2023 11:00:00 PM,MIDATL,26698
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 9:00:00 AM,12/25/2023 4:00:00 AM,MIDATL,24376
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 10:00:00 AM,12/25/2023 5:00:00 AM,MIDATL,25355
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 11:00:00 AM,12/25/2023 6:00:00 AM,MIDATL,26334
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 12:00:00 PM,12/25/2023 7:00:00 AM,MIDATL,27208
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 1:00:00 PM,12/25/2023 8:00:00 AM,MIDATL,27422
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 1:00:00 PM,12/25/2023 8:00:00 AM,MIDATL,27625
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 2:00:00 PM,12/25/2023 9:00:00 AM,MIDATL,27645
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 2:00:00 PM,12/25/2023 9:00:00 AM,MIDATL,27769
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 3:00:00 PM,12/25/2023 10:00:00 AM,MIDATL,27031
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 3:00:00 PM,12/25/2023 10:00:00 AM,MIDATL,27495
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 3:00:00 PM,12/25/2023 10:00:00 AM,MIDATL,27762
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 4:00:00 PM,12/25/2023 11:00:00 AM,MIDATL,26920
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 4:00:00 PM,12/25/2023 11:00:00 AM,MIDATL,27334
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 4:00:00 PM,12/25/2023 11:00:00 AM,MIDATL,27641
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 5:00:00 PM,12/25/2023 12:00:00 PM,MIDATL,26673
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 5:00:00 PM,12/25/2023 12:00:00 PM,MIDATL,27209
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 5:00:00 PM,12/25/2023 12:00:00 PM,MIDATL,27449
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 6:00:00 PM,12/25/2023 1:00:00 PM,MIDATL,26423
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 6:00:00 PM,12/25/2023 1:00:00 PM,MIDATL,27094
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 6:00:00 PM,12/25/2023 1:00:00 PM,MIDATL,27227
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 7:00:00 PM,12/25/2023 2:00:00 PM,MIDATL,26329
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 7:00:00 PM,12/25/2023 2:00:00 PM,MIDATL,27110
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 7:00:00 PM,12/25/2023 2:00:00 PM,MIDATL,27110
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 8:00:00 PM,12/25/2023 3:00:00 PM,MIDATL,26720
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 8:00:00 PM,12/25/2023 3:00:00 PM,MIDATL,27317
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 8:00:00 PM,12/25/2023 3:00:00 PM,MIDATL,27317
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/25/2023 9:00:00 PM,12/25/2023 4:00:00 PM,MIDATL,27683
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 9:00:00 PM,12/25/2023 4:00:00 PM,MIDATL,27935
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 9:00:00 PM,12/25/2023 4:00:00 PM,MIDATL,27935
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 9:00:00 PM,12/25/2023 4:00:00 PM,MIDATL,27935
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/25/2023 10:00:00 PM,12/25/2023 5:00:00 PM,MIDATL,29168
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 10:00:00 PM,12/25/2023 5:00:00 PM,MIDATL,29168
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 10:00:00 PM,12/25/2023 5:00:00 PM,MIDATL,29168
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 10:00:00 PM,12/25/2023 5:00:00 PM,MIDATL,29168
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/25/2023 11:00:00 PM,12/25/2023 6:00:00 PM,MIDATL,29445
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/25/2023 11:00:00 PM,12/25/2023 6:00:00 PM,MIDATL,29445
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/25/2023 11:00:00 PM,12/25/2023 6:00:00 PM,MIDATL,29445
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/25/2023 11:00:00 PM,12/25/2023 6:00:00 PM,MIDATL,29445
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/26/2023 12:00:00 AM,12/25/2023 7:00:00 PM,MIDATL,29454
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/26/2023 12:00:00 AM,12/25/2023 7:00:00 PM,MIDATL,29454
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/26/2023 12:00:00 AM,12/25/2023 7:00:00 PM,MIDATL,29454
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/26/2023 12:00:00 AM,12/25/2023 7:00:00 PM,MIDATL,29454
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/26/2023 1:00:00 AM,12/25/2023 8:00:00 PM,MIDATL,29294
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/26/2023 1:00:00 AM,12/25/2023 8:00:00 PM,MIDATL,29294
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/26/2023 1:00:00 AM,12/25/2023 8:00:00 PM,MIDATL,29294
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/26/2023 1:00:00 AM,12/25/2023 8:00:00 PM,MIDATL,29294
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/26/2023 2:00:00 AM,12/25/2023 9:00:00 PM,MIDATL,28873
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/26/2023 2:00:00 AM,12/25/2023 9:00:00 PM,MIDATL,28873
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/26/2023 2:00:00 AM,12/25/2023 9:00:00 PM,MIDATL,28873
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/26/2023 2:00:00 AM,12/25/2023 9:00:00 PM,MIDATL,28873
12/26/2023 4:45:00 AM,12/25/2023 11:45:00 PM,12/26/2023 3:00:00 AM,12/25/2023 10:00:00 PM,MIDATL,26947
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/26/2023 3:00:00 AM,12/25/2023 10:00:00 PM,MIDATL,28023
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/26/2023 3:00:00 AM,12/25/2023 10:00:00 PM,MIDATL,28023
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/26/2023 3:00:00 AM,12/25/2023 10:00:00 PM,MIDATL,28023
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/26/2023 3:00:00 AM,12/25/2023 10:00:00 PM,MIDATL,28023
12/26/2023 4:45:00 AM,12/25/2023 11:45:00 PM,12/26/2023 4:00:00 AM,12/25/2023 11:00:00 PM,MIDATL,25884
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/26/2023 4:00:00 AM,12/25/2023 11:00:00 PM,MIDATL,26455
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/26/2023 4:00:00 AM,12/25/2023 11:00:00 PM,MIDATL,26455
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/26/2023 4:00:00 AM,12/25/2023 11:00:00 PM,MIDATL,26455
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/26/2023 4:00:00 AM,12/25/2023 11:00:00 PM,MIDATL,26455
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/26/2023 5:00:00 AM,12/26/2023 12:00:00 AM,MIDATL,25777
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/26/2023 5:00:00 AM,12/26/2023 12:00:00 AM,MIDATL,25864
12/25/2023 4:45:00 PM,12/25/2023 11:45:00 AM,12/26/2023 5:00:00 AM,12/26/2023 12:00:00 AM,MIDATL,25116
12/25/2023 10:45:00 PM,12/25/2023 5:45:00 PM,12/26/2023 5:00:00 AM,12/26/2023 12:00:00 AM,MIDATL,25116
12/26/2023 4:45:00 AM,12/25/2023 11:45:00 PM,12/26/2023 5:00:00 AM,12/26/2023 12:00:00 AM,MIDATL,25116
12/25/2023 10:45:00 AM,12/25/2023 5:45:00 AM,12/26/2023 6:00:00 AM,12/26/2023 1:00:00 AM,MIDATL,25052
12/25/2023 2:45:00 PM,12/25/2023 9:45:00 AM,12/26/2023 6:00:00 AM,12/26/2023 1:00:00 AM,MIDATL,25090
